Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,023000,1887,01,28.7,Y
IDCJAC0002,023000,1887,02,28.7,Y
IDCJAC0002,023000,1887,03,25.9,Y
IDCJAC0002,023000,1887,04,22.4,Y
IDCJAC0002,023000,1887,05,16.5,Y
IDCJAC0002,023000,1887,06,14.3,Y
IDCJAC0002,023000,1887,07,14.0,Y
IDCJAC0002,023000,1887,08,16.1,Y
IDCJAC0002,023000,1887,09,16.9,Y
IDCJAC0002,023000,1887,10,21.3,Y
IDCJAC0002,023000,1887,11,23.5,Y
IDCJAC0002,023000,1887,12,27.7,Y
IDCJAC0002,023000,1888,01,29.9,Y
IDCJAC0002,023000,1888,02,28.1,Y
IDCJAC0002,023000,1888,03,24.9,Y
IDCJAC0002,023000,1888,04,25.0,Y
IDCJAC0002,023000,1888,05,18.7,Y
IDCJAC0002,023000,1888,06,16.3,Y
IDCJAC0002,023000,1888,07,14.8,Y
IDCJAC0002,023000,1888,08,15.3,Y
IDCJAC0002,023000,1888,09,20.4,Y
IDCJAC0002,023000,1888,10,22.6,Y
IDCJAC0002,023000,1888,11,27.8,Y
IDCJAC0002,023000,1888,12,29.8,Y
IDCJAC0002,023000,1889,01,29.4,Y
IDCJAC0002,023000,1889,02,29.1,Y
IDCJAC0002,023000,1889,03,27.0,Y
IDCJAC0002,023000,1889,04,21.4,Y
IDCJAC0002,023000,1889,05,17.6,Y
IDCJAC0002,023000,1889,06,14.9,Y
IDCJAC0002,023000,1889,07,14.4,Y
IDCJAC0002,023000,1889,08,15.4,Y
IDCJAC0002,023000,1889,09,17.0,Y
IDCJAC0002,023000,1889,10,22.4,Y
IDCJAC0002,023000,1889,11,25.1,Y
IDCJAC0002,023000,1889,12,27.1,Y
IDCJAC0002,023000,1890,01,32.4,Y
IDCJAC0002,023000,1890,02,28.8,Y
IDCJAC0002,023000,1890,03,27.2,Y
IDCJAC0002,023000,1890,04,23.5,Y
IDCJAC0002,023000,1890,05,19.4,Y
IDCJAC0002,023000,1890,06,16.1,Y
IDCJAC0002,023000,1890,07,13.8,Y
IDCJAC0002,023000,1890,08,15.2,Y
IDCJAC0002,023000,1890,09,18.4,Y
IDCJAC0002,023000,1890,10,19.9,Y
IDCJAC0002,023000,1890,11,22.4,Y
IDCJAC0002,023000,1890,12,26.0,Y
IDCJAC0002,023000,1891,01,27.0,Y
IDCJAC0002,023000,1891,02,27.9,Y
IDCJAC0002,023000,1891,03,27.2,Y
IDCJAC0002,023000,1891,04,21.8,Y
IDCJAC0002,023000,1891,05,20.9,Y
IDCJAC0002,023000,1891,06,15.8,Y
IDCJAC0002,023000,1891,07,14.7,Y
IDCJAC0002,023000,1891,08,17.0,Y
IDCJAC0002,023000,1891,09,19.0,Y
IDCJAC0002,023000,1891,10,21.1,Y
IDCJAC0002,023000,1891,11,24.9,Y
IDCJAC0002,023000,1891,12,26.3,Y
IDCJAC0002,023000,1892,01,26.3,Y
IDCJAC0002,023000,1892,02,29.1,Y
IDCJAC0002,023000,1892,03,27.1,Y
IDCJAC0002,023000,1892,04,20.2,Y
IDCJAC0002,023000,1892,05,17.7,Y
IDCJAC0002,023000,1892,06,15.0,Y
IDCJAC0002,023000,1892,07,14.3,Y
IDCJAC0002,023000,1892,08,15.8,Y
IDCJAC0002,023000,1892,09,18.1,Y
IDCJAC0002,023000,1892,10,20.2,Y
IDCJAC0002,023000,1892,11,25.7,Y
IDCJAC0002,023000,1892,12,25.2,Y
IDCJAC0002,023000,1893,01,27.7,Y
IDCJAC0002,023000,1893,02,29.5,Y
IDCJAC0002,023000,1893,03,28.2,Y
IDCJAC0002,023000,1893,04,21.0,Y
IDCJAC0002,023000,1893,05,18.6,Y
IDCJAC0002,023000,1893,06,14.9,Y
IDCJAC0002,023000,1893,07,14.3,Y
IDCJAC0002,023000,1893,08,16.1,Y
IDCJAC0002,023000,1893,09,17.8,Y
IDCJAC0002,023000,1893,10,21.3,Y
IDCJAC0002,023000,1893,11,23.3,Y
IDCJAC0002,023000,1893,12,27.8,Y
IDCJAC0002,023000,1894,01,29.3,Y
IDCJAC0002,023000,1894,02,27.1,Y
IDCJAC0002,023000,1894,03,25.9,Y
IDCJAC0002,023000,1894,04,23.0,Y
IDCJAC0002,023000,1894,05,17.6,Y
IDCJAC0002,023000,1894,06,15.1,Y
IDCJAC0002,023000,1894,07,13.9,Y
IDCJAC0002,023000,1894,08,15.5,Y
IDCJAC0002,023000,1894,09,16.8,Y
IDCJAC0002,023000,1894,10,20.9,Y
IDCJAC0002,023000,1894,11,26.2,Y
IDCJAC0002,023000,1894,12,27.7,Y
IDCJAC0002,023000,1895,01,28.3,Y
IDCJAC0002,023000,1895,02,29.7,Y
IDCJAC0002,023000,1895,03,26.2,Y
IDCJAC0002,023000,1895,04,21.6,Y
IDCJAC0002,023000,1895,05,17.3,Y
IDCJAC0002,023000,1895,06,15.9,Y
IDCJAC0002,023000,1895,07,14.0,Y
IDCJAC0002,023000,1895,08,16.6,Y
IDCJAC0002,023000,1895,09,17.8,Y
IDCJAC0002,023000,1895,10,24.2,Y
IDCJAC0002,023000,1895,11,24.8,Y
IDCJAC0002,023000,1895,12,26.4,Y
IDCJAC0002,023000,1896,01,29.4,Y
IDCJAC0002,023000,1896,02,29.0,Y
IDCJAC0002,023000,1896,03,26.8,Y
IDCJAC0002,023000,1896,04,21.7,Y
IDCJAC0002,023000,1896,05,17.4,Y
IDCJAC0002,023000,1896,06,14.4,Y
IDCJAC0002,023000,1896,07,14.1,Y
IDCJAC0002,023000,1896,08,15.4,Y
IDCJAC0002,023000,1896,09,18.2,Y
IDCJAC0002,023000,1896,10,23.7,Y
IDCJAC0002,023000,1896,11,27.5,Y
IDCJAC0002,023000,1896,12,27.2,Y
IDCJAC0002,023000,1897,01,26.6,Y
IDCJAC0002,023000,1897,02,28.7,Y
IDCJAC0002,023000,1897,03,23.2,Y
IDCJAC0002,023000,1897,04,22.3,Y
IDCJAC0002,023000,1897,05,17.5,Y
IDCJAC0002,023000,1897,06,15.3,Y
IDCJAC0002,023000,1897,07,14.8,Y
IDCJAC0002,023000,1897,08,14.7,Y
IDCJAC0002,023000,1897,09,18.3,Y
IDCJAC0002,023000,1897,10,19.9,Y
IDCJAC0002,023000,1897,11,26.5,Y
IDCJAC0002,023000,1897,12,31.4,Y
IDCJAC0002,023000,1898,01,30.8,Y
IDCJAC0002,023000,1898,02,31.3,Y
IDCJAC0002,023000,1898,03,26.7,Y
IDCJAC0002,023000,1898,04,19.9,Y
IDCJAC0002,023000,1898,05,15.7,Y
IDCJAC0002,023000,1898,06,14.9,Y
IDCJAC0002,023000,1898,07,14.2,Y
IDCJAC0002,023000,1898,08,16.4,Y
IDCJAC0002,023000,1898,09,18.6,Y
IDCJAC0002,023000,1898,10,23.6,Y
IDCJAC0002,023000,1898,11,22.9,Y
IDCJAC0002,023000,1898,12,31.6,Y
IDCJAC0002,023000,1899,01,24.9,Y
IDCJAC0002,023000,1899,02,32.2,Y
IDCJAC0002,023000,1899,03,27.5,Y
IDCJAC0002,023000,1899,04,22.5,Y
IDCJAC0002,023000,1899,05,17.7,Y
IDCJAC0002,023000,1899,06,14.9,Y
IDCJAC0002,023000,1899,07,14.1,Y
IDCJAC0002,023000,1899,08,16.2,Y
IDCJAC0002,023000,1899,09,19.2,Y
IDCJAC0002,023000,1899,10,21.7,Y
IDCJAC0002,023000,1899,11,25.0,Y
IDCJAC0002,023000,1899,12,28.7,Y
IDCJAC0002,023000,1900,01,30.0,Y
IDCJAC0002,023000,1900,02,30.4,Y
IDCJAC0002,023000,1900,03,24.3,Y
IDCJAC0002,023000,1900,04,19.0,Y
IDCJAC0002,023000,1900,05,16.7,Y
IDCJAC0002,023000,1900,06,15.2,Y
IDCJAC0002,023000,1900,07,13.9,Y
IDCJAC0002,023000,1900,08,14.5,Y
IDCJAC0002,023000,1900,09,16.7,Y
IDCJAC0002,023000,1900,10,22.2,Y
IDCJAC0002,023000,1900,11,27.0,Y
IDCJAC0002,023000,1900,12,28.7,Y
IDCJAC0002,023000,1901,01,28.3,Y
IDCJAC0002,023000,1901,02,32.3,Y
IDCJAC0002,023000,1901,03,25.8,Y
IDCJAC0002,023000,1901,04,21.8,Y
IDCJAC0002,023000,1901,05,20.4,Y
IDCJAC0002,023000,1901,06,14.6,Y
IDCJAC0002,023000,1901,07,13.9,Y
IDCJAC0002,023000,1901,08,15.4,Y
IDCJAC0002,023000,1901,09,19.1,Y
IDCJAC0002,023000,1901,10,21.1,Y
IDCJAC0002,023000,1901,11,28.0,Y
IDCJAC0002,023000,1901,12,30.2,Y
IDCJAC0002,023000,1902,01,28.9,Y
IDCJAC0002,023000,1902,02,28.0,Y
IDCJAC0002,023000,1902,03,25.6,Y
IDCJAC0002,023000,1902,04,24.8,Y
IDCJAC0002,023000,1902,05,20.9,Y
IDCJAC0002,023000,1902,06,15.8,Y
IDCJAC0002,023000,1902,07,15.5,Y
IDCJAC0002,023000,1902,08,16.0,Y
IDCJAC0002,023000,1902,09,19.5,Y
IDCJAC0002,023000,1902,10,22.9,Y
IDCJAC0002,023000,1902,11,28.4,Y
IDCJAC0002,023000,1902,12,26.5,Y
IDCJAC0002,023000,1903,01,28.8,Y
IDCJAC0002,023000,1903,02,27.4,Y
IDCJAC0002,023000,1903,03,25.8,Y
IDCJAC0002,023000,1903,04,21.1,Y
IDCJAC0002,023000,1903,05,17.6,Y
IDCJAC0002,023000,1903,06,14.5,Y
IDCJAC0002,023000,1903,07,13.9,Y
IDCJAC0002,023000,1903,08,16.0,Y
IDCJAC0002,023000,1903,09,18.3,Y
IDCJAC0002,023000,1903,10,23.0,Y
IDCJAC0002,023000,1903,11,26.2,Y
IDCJAC0002,023000,1903,12,26.9,Y
IDCJAC0002,023000,1904,01,26.9,Y
IDCJAC0002,023000,1904,02,27.0,Y
IDCJAC0002,023000,1904,03,25.4,Y
IDCJAC0002,023000,1904,04,25.6,Y
IDCJAC0002,023000,1904,05,19.2,Y
IDCJAC0002,023000,1904,06,14.7,Y
IDCJAC0002,023000,1904,07,14.1,Y
IDCJAC0002,023000,1904,08,15.6,Y
IDCJAC0002,023000,1904,09,17.5,Y
IDCJAC0002,023000,1904,10,22.3,Y
IDCJAC0002,023000,1904,11,24.6,Y
IDCJAC0002,023000,1904,12,29.3,Y
IDCJAC0002,023000,1905,01,30.1,Y
IDCJAC0002,023000,1905,02,26.9,Y
IDCJAC0002,023000,1905,03,26.0,Y
IDCJAC0002,023000,1905,04,22.6,Y
IDCJAC0002,023000,1905,05,19.5,Y
IDCJAC0002,023000,1905,06,15.0,Y
IDCJAC0002,023000,1905,07,14.2,Y
IDCJAC0002,023000,1905,08,14.9,Y
IDCJAC0002,023000,1905,09,15.5,Y
IDCJAC0002,023000,1905,10,17.4,Y
IDCJAC0002,023000,1905,11,23.9,Y
IDCJAC0002,023000,1905,12,28.4,Y
IDCJAC0002,023000,1906,01,32.9,Y
IDCJAC0002,023000,1906,02,33.0,Y
IDCJAC0002,023000,1906,03,25.1,Y
IDCJAC0002,023000,1906,04,22.2,Y
IDCJAC0002,023000,1906,05,19.5,Y
IDCJAC0002,023000,1906,06,16.7,Y
IDCJAC0002,023000,1906,07,15.1,Y
IDCJAC0002,023000,1906,08,15.1,Y
IDCJAC0002,023000,1906,09,17.5,Y
IDCJAC0002,023000,1906,10,20.7,Y
IDCJAC0002,023000,1906,11,22.3,Y
IDCJAC0002,023000,1906,12,28.3,Y
IDCJAC0002,023000,1907,01,27.4,Y
IDCJAC0002,023000,1907,02,31.2,Y
IDCJAC0002,023000,1907,03,23.7,Y
IDCJAC0002,023000,1907,04,20.4,Y
IDCJAC0002,023000,1907,05,19.4,Y
IDCJAC0002,023000,1907,06,14.8,Y
IDCJAC0002,023000,1907,07,14.6,Y
IDCJAC0002,023000,1907,08,16.3,Y
IDCJAC0002,023000,1907,09,20.7,Y
IDCJAC0002,023000,1907,10,21.8,Y
